Nome do Produto,Categoria do Produto,Preço do Produto (R$),Quantidade de Estoque,Filial,Data da Venda
Pó compacto,Alimentos,51.03,Indisponivel,Filial 6,Indisponivel
Batom matte,Eletrônicos,79.72,Indisponivel,Filial 2,Indisponivel
Batom líquido,Eletrônicos,6.33,Indisponivel,Filial 2,Indisponivel
Batom líquido,Eletrônicos,15.24,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Roupas,80.72,Indisponivel,Filial 2,Indisponivel
Lápis de sobrancelha,Eletrônicos,24.08,Indisponivel,Filial 8,Indisponivel
Corretivo,Alimentos,88.86,Indisponivel,Filial 6,Indisponivel
Batom líquido,Eletrônicos,64.8,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrodomésticos,32.16,Indisponivel,Filial 3,Indisponivel
Batom matte,Eletrodomésticos,55.41,Indisponivel,Filial 9,Indisponivel
Corretivo,Alimentos,84.68,Indisponivel,Filial 8,Indisponivel
Pó compacto,Roupas,97.79,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Eletrônicos,61.39,Indisponivel,Filial 5,Indisponivel
Blush em pó,Alimentos,62.34,Indisponivel,Filial 2,Indisponivel
Pó compacto,Alimentos,75.12,Indisponivel,Filial 1,Indisponivel
Batom matte,Roupas,30.13,Indisponivel,Filial 2,Indisponivel
Corretivo,Roupas,55.63,Indisponivel,Filial 4,Indisponivel
Batom matte,Alimentos,9.33,Indisponivel,Filial 5,Indisponivel
Pó compacto,Roupas,29.52,Indisponivel,Filial 3,Indisponivel
Base líquida,Eletrônicos,97.93,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Eletrônicos,43.54,Indisponivel,Filial 6,Indisponivel
Blush em pó,Roupas,46.93,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Eletrônicos,50.43,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Eletrônicos,17.43,Indisponivel,Filial 8,Indisponivel
Corretivo,Alimentos,87.22,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Alimentos,61.59,Indisponivel,Filial 5,Indisponivel
Batom matte,Alimentos,34.47,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,99.23,Indisponivel,Filial 5,Indisponivel
Blush em pó,Roupas,77.15,Indisponivel,Filial 2,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,87.7,Indisponivel,Filial 8,Indisponivel
Batom matte,Roupas,15.19,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Eletrodomésticos,45.75,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Roupas,80.72,Indisponivel,Filial 3,Indisponivel
Corretivo,Roupas,79.29,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,1.98,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Alimentos,52.41,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Roupas,26.55,Indisponivel,Filial 8,Indisponivel
Blush em pó,Roupas,38.85,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,68.89,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,74.26,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Eletrônicos,73.46,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Roupas,62.43,Indisponivel,Filial 8,Indisponivel
Base líquida,Eletrônicos,6.54,Indisponivel,Filial 10,Indisponivel
Pó compacto,Alimentos,21.71,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Roupas,24.66,Indisponivel,Filial 7,Indisponivel
Batom líquido,Alimentos,80.63,Indisponivel,Filial 8,Indisponivel
Base líquida,Roupas,3.21,Indisponivel,Filial 3,Indisponivel
Base líquida,Roupas,74.98,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Eletrodomésticos,45.42,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Alimentos,91.06,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Alimentos,80.21,Indisponivel,Filial 6,Indisponivel
Batom matte,Eletrônicos,62.63,Indisponivel,Filial 5,Indisponivel
Blush em pó,Eletrodomésticos,93.65,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Eletrodomésticos,53.03,Indisponivel,Filial 6,Indisponivel
Pó compacto,Roupas,62.4,Indisponivel,Filial 9,Indisponivel
Máscara de cílios,Roupas,19.14,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Eletrodomésticos,5.93,Indisponivel,Filial 5,Indisponivel
Pó compacto,Eletrodomésticos,61.77,Indisponivel,Filial 6,Indisponivel
Batom líquido,Eletrônicos,22.64,Indisponivel,Filial 5,Indisponivel
Pó compacto,Alimentos,9.68,Indisponivel,Filial 5,Indisponivel
Corretivo,Eletrodomésticos,78.39,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Alimentos,85.19,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Alimentos,2.7,Indisponivel,Filial 7,Indisponivel
Batom líquido,Eletrônicos,11.86,Indisponivel,Filial 7,Indisponivel
Batom matte,Roupas,99.03,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Eletrônicos,35.16,Indisponivel,Filial 10,Indisponivel
Batom matte,Eletrônicos,50.14,Indisponivel,Filial 9,Indisponivel
Batom líquido,Eletrodomésticos,54.96,Indisponivel,Filial 1,Indisponivel
Corretivo,Alimentos,42.7,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrônicos,25.27,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Eletrodomésticos,63.91,Indisponivel,Filial 9,Indisponivel
Batom matte,Eletrodomésticos,83.44,Indisponivel,Filial 2,Indisponivel
Batom matte,Eletrodomésticos,45.85,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Roupas,3.35,Indisponivel,Filial 8,Indisponivel
Batom líquido,Alimentos,19.24,Indisponivel,Filial 3,Indisponivel
Corretivo,Eletrodomésticos,9.39,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Eletrodomésticos,98.71,Indisponivel,Filial 2,Indisponivel
Corretivo,Eletrodomésticos,62.55,Indisponivel,Filial 7,Indisponivel
Base líquida,Roupas,75.03,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Roupas,69.17,Indisponivel,Filial 10,Indisponivel
Pó compacto,Eletrônicos,12.59,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,22.72,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,31.62,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Eletrodomésticos,91.17,Indisponivel,Filial 6,Indisponivel
Pó compacto,Roupas,53.38,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Eletrodomésticos,49.04,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Eletrodomésticos,88.62,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Eletrodomésticos,38.92,Indisponivel,Filial 3,Indisponivel
Pó compacto,Eletrônicos,98.65,Indisponivel,Filial 10,Indisponivel
Corretivo,Roupas,84.7,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Alimentos,46.4,Indisponivel,Filial 1,Indisponivel
Corretivo,Eletrônicos,45.87,Indisponivel,Filial 6,Indisponivel
Corretivo,Roupas,4.08,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Eletrônicos,26.79,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrodomésticos,76.35,Indisponivel,Filial 10,Indisponivel
Batom líquido,Alimentos,34.26,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrônicos,79.47,Indisponivel,Filial 7,Indisponivel
Pó compacto,Eletrônicos,52.07,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,58.91,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrodomésticos,84.62,Indisponivel,Filial 8,Indisponivel
Corretivo,Roupas,20.27,Indisponivel,Filial 10,Indisponivel
Corretivo,Roupas,85.27,Indisponivel,Filial 7,Indisponivel
Base líquida,Eletrodomésticos,95.26,Indisponivel,Filial 3,Indisponivel
Base líquida,Eletrônicos,69.2,Indisponivel,Filial 9,Indisponivel
Corretivo,Eletrodomésticos,76.73,Indisponivel,Filial 4,Indisponivel
Base líquida,Eletrodomésticos,87.25,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrônicos,26.8,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Alimentos,58.26,Indisponivel,Filial 6,Indisponivel
Batom líquido,Roupas,64.42,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Roupas,41.44,Indisponivel,Filial 2,Indisponivel
Blush em pó,Alimentos,38.65,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Roupas,38.5,Indisponivel,Filial 3,Indisponivel
Blush em pó,Alimentos,15.81,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Alimentos,5.89,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Alimentos,52.55,Indisponivel,Filial 3,Indisponivel
Batom matte,Eletrônicos,47.59,Indisponivel,Filial 8,Indisponivel
Pó compacto,Eletrodomésticos,77.84,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Eletrodomésticos,78.0,Indisponivel,Filial 8,Indisponivel
Blush em pó,Roupas,36.24,Indisponivel,Filial 9,Indisponivel
Base líquida,Roupas,88.6,Indisponivel,Filial 8,Indisponivel
Batom matte,Eletrônicos,15.56,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Roupas,3.49,Indisponivel,Filial 2,Indisponivel
Blush em pó,Eletrônicos,51.77,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Eletrodomésticos,39.65,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Alimentos,85.67,Indisponivel,Filial 5,Indisponivel
Base líquida,Alimentos,7.13,Indisponivel,Filial 7,Indisponivel
Corretivo,Eletrônicos,11.84,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Eletrônicos,90.28,Indisponivel,Filial 5,Indisponivel
Batom líquido,Roupas,73.18,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrônicos,49.9,Indisponivel,Filial 7,Indisponivel
Delineador líquido,Eletrônicos,58.81,Indisponivel,Filial 2,Indisponivel
Lápis de sobrancelha,Alimentos,77.33,Indisponivel,Filial 7,Indisponivel
Sombra de olhos,Roupas,11.47,Indisponivel,Filial 10,Indisponivel
Base líquida,Eletrodomésticos,95.26,Indisponivel,Filial 8,Indisponivel
Pó compacto,Eletrônicos,55.23,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrodomésticos,96.84,Indisponivel,Filial 4,Indisponivel
Delineador líquido,Roupas,42.05,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Alimentos,49.43,Indisponivel,Filial 8,Indisponivel
Base líquida,Alimentos,55.46,Indisponivel,Filial 1,Indisponivel
Blush em pó,Eletrodomésticos,9.55,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Alimentos,92.07,Indisponivel,Filial 3,Indisponivel
Blush em pó,Roupas,68.6,Indisponivel,Filial 4,Indisponivel
Batom líquido,Eletrônicos,58.46,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Roupas,14.14,Indisponivel,Filial 7,Indisponivel
Base líquida,Eletrodomésticos,29.93,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,99.06,Indisponivel,Filial 9,Indisponivel
Blush em pó,Eletrônicos,99.77,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,42.89,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Alimentos,41.04,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrônicos,80.04,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Alimentos,67.19,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Eletrodomésticos,29.2,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,3.68,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Roupas,10.61,Indisponivel,Filial 5,Indisponivel
Blush em pó,Roupas,6.53,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Eletrodomésticos,17.15,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Eletrônicos,50.67,Indisponivel,Filial 6,Indisponivel
Pó compacto,Eletrodomésticos,85.92,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,80.82,Indisponivel,Filial 9,Indisponivel
Blush em pó,Roupas,78.83,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,31.0,Indisponivel,Filial 3,Indisponivel
Blush em pó,Eletrodomésticos,39.24,Indisponivel,Filial 5,Indisponivel
Sombra de olhos,Alimentos,81.1,Indisponivel,Filial 10,Indisponivel
Batom matte,Eletrodomésticos,30.19,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Alimentos,12.52,Indisponivel,Filial 5,Indisponivel
Sombra de olhos,Alimentos,32.42,Indisponivel,Filial 8,Indisponivel
Batom matte,Eletrodomésticos,60.51,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Alimentos,82.55,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Alimentos,68.61,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Eletrodomésticos,53.79,Indisponivel,Filial 7,Indisponivel
Batom líquido,Roupas,17.67,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Eletrônicos,81.78,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Eletrônicos,1.65,Indisponivel,Filial 4,Indisponivel
Batom matte,Roupas,17.48,Indisponivel,Filial 2,Indisponivel
Batom líquido,Roupas,85.22,Indisponivel,Filial 7,Indisponivel
Corretivo,Alimentos,63.22,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,78.66,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrônicos,25.38,Indisponivel,Filial 5,Indisponivel
Corretivo,Alimentos,13.72,Indisponivel,Filial 5,Indisponivel
Batom matte,Roupas,29.64,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Eletrônicos,92.38,Indisponivel,Filial 7,Indisponivel
Batom matte,Alimentos,99.34,Indisponivel,Filial 2,Indisponivel
Batom líquido,Eletrônicos,44.32,Indisponivel,Filial 3,Indisponivel
Máscara de cílios,Eletrônicos,76.25,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Roupas,87.95,Indisponivel,Filial 6,Indisponivel
Pó compacto,Eletrodomésticos,77.92,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrodomésticos,85.04,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrônicos,18.28,Indisponivel,Filial 10,Indisponivel
Pó compacto,Eletrônicos,63.47,Indisponivel,Filial 6,Indisponivel
Batom líquido,Eletrônicos,92.48,Indisponivel,Filial 9,Indisponivel
Máscara de cílios,Alimentos,2.49,Indisponivel,Filial 8,Indisponivel
Pó compacto,Eletrônicos,92.35,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrônicos,48.17,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Eletrodomésticos,32.33,Indisponivel,Filial 6,Indisponivel
Base líquida,Roupas,29.62,Indisponivel,Filial 2,Indisponivel
Pó compacto,Roupas,57.36,Indisponivel,Filial 7,Indisponivel
Batom matte,Roupas,35.71,Indisponivel,Filial 4,Indisponivel
Sombra de olhos,Roupas,82.51,Indisponivel,Filial 4,Indisponivel
Corretivo,Roupas,50.87,Indisponivel,Filial 5,Indisponivel
Corretivo,Eletrodomésticos,76.19,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Alimentos,1.14,Indisponivel,Filial 3,Indisponivel
Batom matte,Eletrodomésticos,40.32,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Roupas,9.79,Indisponivel,Filial 5,Indisponivel
Pó compacto,Alimentos,45.21,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrodomésticos,55.48,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Alimentos,1.88,Indisponivel,Filial 9,Indisponivel
Batom líquido,Alimentos,12.01,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrônicos,10.23,Indisponivel,Filial 1,Indisponivel
Blush em pó,Eletrônicos,19.12,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,74.8,Indisponivel,Filial 8,Indisponivel
Corretivo,Eletrodomésticos,20.0,Indisponivel,Filial 4,Indisponivel
Corretivo,Eletrônicos,44.17,Indisponivel,Filial 5,Indisponivel
Corretivo,Roupas,40.94,Indisponivel,Filial 6,Indisponivel
Corretivo,Alimentos,22.56,Indisponivel,Filial 10,Indisponivel
Pó compacto,Eletrônicos,98.45,Indisponivel,Filial 5,Indisponivel
Blush em pó,Eletrônicos,10.77,Indisponivel,Filial 3,Indisponivel
Lápis de sobrancelha,Roupas,49.88,Indisponivel,Filial 3,Indisponivel
Base líquida,Roupas,68.92,Indisponivel,Filial 8,Indisponivel
Corretivo,Alimentos,45.51,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Eletrodomésticos,74.08,Indisponivel,Filial 8,Indisponivel
Batom matte,Eletrônicos,60.67,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrodomésticos,52.29,Indisponivel,Filial 8,Indisponivel
Blush em pó,Eletrônicos,13.96,Indisponivel,Filial 8,Indisponivel
Sombra de olhos,Alimentos,77.88,Indisponivel,Filial 1,Indisponivel
Base líquida,Eletrodomésticos,99.96,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Alimentos,38.45,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Eletrônicos,1.21,Indisponivel,Filial 6,Indisponivel
Batom líquido,Roupas,53.36,Indisponivel,Filial 9,Indisponivel
Batom matte,Eletrodomésticos,88.24,Indisponivel,Filial 3,Indisponivel
Batom líquido,Roupas,44.97,Indisponivel,Filial 9,Indisponivel
Base líquida,Eletrônicos,71.06,Indisponivel,Filial 9,Indisponivel
Batom matte,Alimentos,69.13,Indisponivel,Filial 7,Indisponivel
Batom líquido,Alimentos,96.06,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Eletrônicos,26.66,Indisponivel,Filial 5,Indisponivel
Pó compacto,Eletrodomésticos,61.86,Indisponivel,Filial 7,Indisponivel
Batom matte,Eletrodomésticos,74.64,Indisponivel,Filial 1,Indisponivel
Blush em pó,Roupas,3.04,Indisponivel,Filial 5,Indisponivel
Blush em pó,Eletrônicos,63.61,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Roupas,38.69,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrodomésticos,61.93,Indisponivel,Filial 6,Indisponivel
Batom líquido,Alimentos,46.42,Indisponivel,Filial 5,Indisponivel
Corretivo,Eletrodomésticos,81.52,Indisponivel,Filial 4,Indisponivel
Batom matte,Alimentos,54.9,Indisponivel,Filial 5,Indisponivel
Pó compacto,Eletrodomésticos,43.59,Indisponivel,Filial 10,Indisponivel
Batom matte,Eletrônicos,92.65,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrodomésticos,61.9,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Eletrônicos,40.49,Indisponivel,Filial 2,Indisponivel
Base líquida,Roupas,38.1,Indisponivel,Filial 2,Indisponivel
Blush em pó,Eletrônicos,28.29,Indisponivel,Filial 9,Indisponivel
Corretivo,Alimentos,10.75,Indisponivel,Filial 10,Indisponivel
Base líquida,Eletrodomésticos,90.7,Indisponivel,Filial 5,Indisponivel
Pó compacto,Eletrodomésticos,99.34,Indisponivel,Filial 3,Indisponivel
Pó compacto,Roupas,69.43,Indisponivel,Filial 2,Indisponivel
Batom matte,Roupas,58.03,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Eletrônicos,14.75,Indisponivel,Filial 7,Indisponivel
Delineador líquido,Roupas,58.33,Indisponivel,Filial 7,Indisponivel
Blush em pó,Eletrodomésticos,64.83,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Alimentos,42.42,Indisponivel,Filial 3,Indisponivel
Batom matte,Alimentos,81.97,Indisponivel,Filial 7,Indisponivel
Batom matte,Roupas,86.66,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Alimentos,79.66,Indisponivel,Filial 5,Indisponivel
Sombra de olhos,Eletrônicos,24.35,Indisponivel,Filial 3,Indisponivel
Batom matte,Alimentos,8.29,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,42.03,Indisponivel,Filial 4,Indisponivel
Delineador líquido,Eletrônicos,49.41,Indisponivel,Filial 10,Indisponivel
Blush em pó,Alimentos,94.72,Indisponivel,Filial 3,Indisponivel
Blush em pó,Alimentos,43.0,Indisponivel,Filial 7,Indisponivel
Base líquida,Eletrônicos,66.27,Indisponivel,Filial 5,Indisponivel
Batom matte,Eletrônicos,25.9,Indisponivel,Filial 9,Indisponivel
Corretivo,Eletrodomésticos,60.08,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,52.17,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Alimentos,16.67,Indisponivel,Filial 8,Indisponivel
Corretivo,Alimentos,30.27,Indisponivel,Filial 5,Indisponivel
Base líquida,Eletrodomésticos,16.56,Indisponivel,Filial 3,Indisponivel
Pó compacto,Alimentos,22.3,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Roupas,38.17,Indisponivel,Filial 3,Indisponivel
Pó compacto,Eletrodomésticos,51.62,Indisponivel,Filial 8,Indisponivel
Batom matte,Eletrônicos,55.29,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Eletrodomésticos,70.51,Indisponivel,Filial 2,Indisponivel
Batom líquido,Eletrônicos,91.7,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Alimentos,84.86,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,45.5,Indisponivel,Filial 3,Indisponivel
Lápis de sobrancelha,Eletrônicos,29.63,Indisponivel,Filial 2,Indisponivel
Blush em pó,Roupas,48.53,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Eletrodomésticos,30.66,Indisponivel,Filial 7,Indisponivel
Sombra de olhos,Alimentos,47.97,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrônicos,82.1,Indisponivel,Filial 7,Indisponivel
Batom líquido,Eletrônicos,45.59,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Alimentos,97.78,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,25.38,Indisponivel,Filial 7,Indisponivel
